"","avg_1","avg_2","avg_3","med_1","med_2","med_3","var_1","var_2","var_3"
"111",885.973557692308,216.65625,138.290865384615,338.5,86,53,1557628.97520273,97806.1104668675,38211.6959163577
"112",1023.97596153846,231.384615384615,139.699519230769,411,95,54.5,2198213.85484245,110701.996292864,33339.7239515755
"113",952.826923076923,217.526442307692,136.055288461538,426.5,86.5,53.5,1909882.12418906,78163.7438774328,39394.0619960612
"114",1080.20432692308,230.75,125.096153846154,411.5,88.5,52,2173716.68345111,114130.197590361,26187.7015755329
"115",984.641826923077,216.213942307692,137.665865384615,386.5,85.5,57.5,1773972.65453545,93405.3492991196,33950.0350729842
"116",905.100961538462,217.997596153846,137.057692307692,411,80.5,59.5,1426296.72231233,99477.7999942076,33235.7846153846
"117",955.990384615385,235.396634615385,136.278846153846,398.5,82.5,56,1727941.29629286,119835.300133225,37262.9148285449
"118",940.362980769231,214.788461538462,140.490384615385,395.5,83,60.5,1847255.2631082,86610.4515291937,38346.3950880445
"119",950.877403846154,212.9375,141.788461538462,369,83,60.5,1600278.55119903,102985.186445783,36146.1816496756
"120",943.254807692308,222.471153846154,136.375,434,96,55,1608456.85539852,92547.714828545,36782.3168674699
"121",950.629807692308,230.846153846154,135.805288461538,409.5,91.5,59,1730928.77829008,92114.0871177016,34175.265610519
"122",1010.55528846154,219.355769230769,141.987980769231,433,90,56,2045809.93428522,105719.511677479,34778.8408190454
"123",1021.86298076923,220.862980769231,140.302884615385,423,90,62,2076070.33539736,102031.145035913,34625.6381603336
"124",968.78125,216.920673076923,137.336538461538,437,81,53.5,1855521.45805723,102528.227427016,37280.7105653383
"125",914.262019230769,215.435096153846,136.735576923077,366.5,83,56,1352324.16491543,96912.6319219184,35957.2744902688
"126",1000.50721153846,224.865384615385,139.706730769231,418,97,60.5,1722832.60235751,100577.721594069,33178.6993280816
"127",900.899038461538,206.615384615385,127.927884615385,408,87.5,49,1428064.52954124,81127.0565338276,33937.3345458758
"128",918.665865384615,225.213942307692,128.365384615385,393,79.5,56.5,1759405.44712118,108944.337250927,32583.1818350324
"129",978.706730769231,219.353365384615,131.40625,397,91.5,53,2026098.39089435,91523.4627838276,35347.4658885542
"130",943.288461538462,224.180288461538,146.454326923077,384.5,87.5,53.5,1736641.97442076,117518.861393652,41148.4605595459
"131",1004.43509615385,202.78125,135.5,419,88,51,2222602.35722312,72963.0146837349,37703.0698795181
"132",1022.73317307692,203.346153846154,126.896634615385,406.5,75,54.5,1988660.94308967,92739.2292863763,29905.5724223818
"133",962.146634615385,209.15625,131.105769230769,375.5,82,47,2034197.75916937,99040.2574548193,37627.2514365153
"134",930.326923076923,229.918269230769,134.432692307692,409,92,57,1699032.85671918,94310.9667979611,36662.6219647822
"135",983.185096153846,227.329326923077,129.569711538462,417.5,91,50.5,1912685.56324722,100965.97080051,34173.9662129286
"136",986.391826923077,225.048076923077,137.408653846154,352.5,89.5,62,1893127.53043906,100102.672381835,38484.1844068582
"137",914.334134615385,206.223557692308,133.098557692308,356,96.5,59,1484179.06157901,60572.4294196015,28737.0095400834
"138",955.673076923077,226.105769230769,125.367788461538,398.5,92,55,1638085.65671918,103678.586376274,27022.5607912419
"139",938.360576923077,227.625,132.947115384615,411.5,98.5,57,1507023.5515987,95701.034939759,27215.809244671
"140",909.555288461538,215.935096153846,136.802884615385,384.5,90.5,50.5,1565761.54874305,101212.142765292,36622.7465940686
"141",937.713942307692,215.774038461538,132.098557692308,401,86,53,1826661.48664852,88253.39942076,29994.5324316497
"142",898.346153846154,207.572115384615,131.576923076923,409,78.5,51.5,1506689.17627433,93713.1273169601,33754.7603336423
"143",944.533653846154,220.151442307692,134.754807692308,437,84.5,51,1569675.9554912,104553.083034059,37268.7879286376
"144",892.492788461538,218.444711538462,126.918269230769,352,79.5,54.5,1419911.60476715,124976.825851483,27073.1547497683
"145",1080.87980769231,217.862980769231,137.341346153846,431,91,59,2373614.5108202,94505.3619033828,31261.5072984245
"146",965.850961538462,212.40625,129.769230769231,395.5,97,54,1747592.2331557,92765.8176957831,31113.7490268767
"147",924.401442307692,225.637019230769,130.245192307692,393,93,58,1369858.26496177,90607.1763612141,27938.6433503244
"148",991.019230769231,231.759615384615,131.995192307692,432.5,93.5,58.5,1632101.79240037,102082.756533828,30763.715639481
"149",943.728365384615,219.242788461538,134.444711538462,434,87.5,51,1814541.61519347,103332.68067076,42007.0378996756
"150",987.271634615385,219.925480769231,126.014423076923,367,85.5,58,2047882.0296513,96349.6643130213,28287.0696709917
"151",979.96875,228.838942307692,134.725961538462,419.5,93,51,1874067.49058735,105305.320985867,36893.0765291937
"152",944.519230769231,222.689903846154,136.170673076923,408.5,94,56,1483818.50565338,102439.799994208,32649.1924872567
"153",957.545673076923,211.213942307692,131.920673076923,359.5,77.5,44.5,2043451.48706557,95492.4770099629,36825.6973065338
